recall_id,prod_start,prod_end,recall_date,recall_count,recall_reason,car_id,defect_id
131,2011-11-14,2012-06-30,2012-08-08,37,엔진의 열이 차체로 전달되는 것을 방지하기 위하여 설치한 열차폐장치가 차량 진동에 의해 전기배선에 떨어져 화재가 발생할 수 있어 안전운행에 지장,124,3
132,2011-11-14,2012-06-30,2012-08-08,14,엔진의 열이 차체로 전달되는 것을 방지하기 위하여 설치한 열차폐장치가 차량 진동에 의해 전기배선에 떨어져 화재가 발생할 수 있어 안전운행에 지장,125,3
133,2011-11-14,2012-06-30,2012-08-08,15,엔진의 열이 차체로 전달되는 것을 방지하기 위하여 설치한 열차폐장치가 차량 진동에 의해 전기배선에 떨어져 화재가 발생할 수 있어 안전운행에 지장,126,3
134,2011-11-14,2012-06-30,2012-08-08,7,엔진의 열이 차체로 전달되는 것을 방지하기 위하여 설치한 열차폐장치가 차량 진동에 의해 전기배선에 떨어져 화재가 발생할 수 있어 안전운행에 지장,127,3
135,2011-11-14,2012-06-30,2012-08-08,12,엔진의 열이 차체로 전달되는 것을 방지하기 위하여 설치한 열차폐장치가 차량 진동에 의해 전기배선에 떨어져 화재가 발생할 수 있어 안전운행에 지장,128,3
136,2011-11-14,2012-06-30,2012-08-08,17,엔진의 열이 차체로 전달되는 것을 방지하기 위하여 설치한 열차폐장치가 차량 진동에 의해 전기배선에 떨어져 화재가 발생할 수 있어 안전운행에 지장,129,3
137,2011-11-14,2012-06-30,2012-08-08,164,엔진의 열이 차체로 전달되는 것을 방지하기 위하여 설치한 열차폐장치가 차량 진동에 의해 전기배선에 떨어져 화재가 발생할 수 있어 안전운행에 지장,130,3
138,2011-11-14,2012-06-30,2012-08-08,3,엔진의 열이 차체로 전달되는 것을 방지하기 위하여 설치한 열차폐장치가 차량 진동에 의해 전기배선에 떨어져 화재가 발생할 수 있어 안전운행에 지장,131,3
139,2012-03-08,2012-06-07,2012-08-13,1,운전석 중앙 사이드 트림과 브레이크 페달의 간격이 좁아 운전자의 발과 트림이 간섭될 수 이 간섭될수 있고 이경우 제동이 되지 않을 가능성이 있어 안전운행에 지장,122,1
140,2012-05-22,2012-07-11,2012-08-13,1,엔진과 연결되느 연료파이프에서 연료가 누유되어 화재 가능성이 있어 안전운행에 지장,122,3
141,2002-11-04,2006-03-27,2012-08-17,16,전조등 전기배선 연결부위(스플라이스 팩) 결함으로 전기저항이 증가하여 연결부위가 녹아 주행 중 전조등이 작동되지 않아 안전운행에 지장,132,10
142,2002-11-04,2006-03-27,2012-08-17,2542,전조등 전기배선 연결부위(스플라이스 팩) 결함으로 전기저항이 증가하여 연결부위가 녹아 주행 중 전조등이 작동되지 않아 안전운행에 지장,133,10
143,2002-11-04,2006-03-27,2012-08-17,1153,전조등 전기배선 연결부위(스플라이스 팩) 결함으로 전기저항이 증가하여 연결부위가 녹아 주행 중 전조등이 작동되지 않아 안전운행에 지장,134,10
144,2007-08-10,2010-04-26,2012-08-17,3152,ABS(Anti-Lock Brake System) 제어장치(모듈레이터)내 일부 부품에서 부식이 발생하여 정상적으로 브레이크를 밟더라도 제동이 늦어지거나 차량의 정지거리가 증가하는 브레이크 밀림현상이 발생하여 안전운행에 지장,135,1
145,2006-07-30,2008-06-30,2012-08-17,18286,ABS(Anti-Lock Brake System) 제어장치(모듈레이터)내 일부 부품에서 부식이 발생하여 정상적으로 브레이크를 밟더라도 제동이 늦어지거나 차량의 정지거리가 증가하는 브레이크 밀림현상이 발생하여 안전운행에 지장,136,1
146,2006-05-30,2008-12-06,2012-08-17,5292,ABS(Anti-Lock Brake System) 제어장치(모듈레이터)내 일부 부품에서 부식이 발생하여 정상적으로 브레이크를 밟더라도 제동이 늦어지거나 차량의 정지거리가 증가하는 브레이크 밀림현상이 발생하여 안전운행에 지장,137,1
147,2007-11-07,2009-11-06,2012-08-17,18694,ABS(Anti-Lock Brake System) 제어장치(모듈레이터)내 일부 부품에서 부식이 발생하여 정상적으로 브레이크를 밟더라도 제동이 늦어지거나 차량의 정지거리가 증가하는 브레이크 밀림현상이 발생하여 안전운행에 지장,138,1
148,2011-05-19,2012-04-18,2012-08-29,81,영하의 추운 날씨에 밧데리 전압이 너무 낮아지는 경우 전기로 작동하는 주차브레이크가 해제가 되지 않아 안전운행에 지장,139,1
149,2011-01-25,2012-04-18,2012-08-29,67,영하의 추운 날씨에 밧데리 전압이 너무 낮아지는 경우 전기로 작동하는 주차브레이크가 해제가 되지 않아 안전운행에 지장,140,1
150,2011-03-02,2012-06-01,2012-08-29,196,영하의 추운 날씨에 밧데리 전압이 너무 낮아지는 경우 전기로 작동하는 주차브레이크가 해제가 되지 않아 안전운행에 지장,141,1
151,2011-01-17,2012-04-20,2012-08-29,635,영하의 추운 날씨에 밧데리 전압이 너무 낮아지는 경우 전기로 작동하는 주차브레이크가 해제가 되지 않아 안전운행에 지장,142,1
152,2011-01-10,2012-06-01,2012-08-29,35,영하의 추운 날씨에 밧데리 전압이 너무 낮아지는 경우 전기로 작동하는 주차브레이크가 해제가 되지 않아 안전운행에 지장,143,1
153,2009-09-01,2010-08-27,2012-08-30,223,뒷바퀴 정렬 후 바퀴정렬장치(타이로드)가 덜 조여지는 경우 타이로드가 마모되어 분리될 수 있고 이 경우 운전자가 의도한 방향으로 운행이 되지 않아 안전운행에 지장,144,2
154,2009-02-27,2010-08-31,2012-08-30,626,뒷바퀴 정렬 후 바퀴정렬장치(타이로드)가 덜 조여지는 경우 타이로드가 마모되어 분리될 수 있고 이 경우 운전자가 의도한 방향으로 운행이 되지 않아 안전운행에 지장,145,2
155,2012-01-01,2012-07-20,2012-09-03,23,"배기밸브 서포트가 녹거나 타서 화재발생 가능성, 스티어링 댐퍼가 풀려 운행 중 조향이 되지않을 가능성, 스윙암 연결이 되지않아 뒷바퀴가 빠질수 있는 가능성, 브레이크오일 누유로 제동이 되지 않을 가능성이 있어 안전운행에 지장",146,1
156,2012-03-08,2012-08-31,2012-09-28,17,엔진 실린더 헤드 플러그에서 냉각수가 누수되고 엔진열에 의한 화재 가능성이 있어 안전운행에 지장,122,3
157,2011-12-22,2012-07-19,2012-10-08,118,드라이브 체인이 주행 중 파손(절단)되어 운행이 되지 않아 안전운행에 지장,147,13
158,2012-02-15,2012-06-22,2012-10-10,48,연료탱크 내 연료량을 정상적으로 감지하지 못하여 주행 중 시동이 꺼질수 있어 안전운행에 지장,148,5
159,2011-06-22,2011-07-29,2012-10-17,87,조향장치를 고정해주는 마운팅 너트가 풀려 운전자가 의도하지 않은 방향으로 진행할 수 있어 안전운행에 지장,149,2
160,2012-07-24,2012-09-04,2012-10-19,10,엔진오일 펌프의 제작결함으로 엔진오일이 충분이 공급되지 않아 운행 중 시동이 꺼져 안전운행에 지장,75,3
161,2012-07-24,2012-09-04,2012-10-19,10,엔진오일 펌프의 제작결함으로 엔진오일이 충분이 공급되지 않아 운행 중 시동이 꺼져 안전운행에 지장,78,3
162,2012-01-03,2012-08-16,2012-10-22,3,"스로틀 케이블 고정불량으로 운전자가 의도하지 않게 스로틀이 열리거나 닫이지(가, 감속) 않을 가능성이 있어 안전운행에 지장",150,6
163,2012-01-03,2012-08-16,2012-10-22,1,"스로틀 케이블 고정불량으로 운전자가 의도하지 않게 스로틀이 열리거나 닫이지(가, 감속) 않을 가능성이 있어 안전운행에 지장",151,6
164,2012-01-03,2012-08-16,2012-10-22,1,"스로틀 케이블 고정불량으로 운전자가 의도하지 않게 스로틀이 열리거나 닫이지(가, 감속) 않을 가능성이 있어 안전운행에 지장",152,6
165,2012-01-03,2012-08-16,2012-10-22,2,"스로틀 케이블 고정불량으로 운전자가 의도하지 않게 스로틀이 열리거나 닫이지(가, 감속) 않을 가능성이 있어 안전운행에 지장",153,6
166,2012-01-03,2012-08-16,2012-10-22,5,"스로틀 케이블 고정불량으로 운전자가 의도하지 않게 스로틀이 열리거나 닫이지(가, 감속) 않을 가능성이 있어 안전운행에 지장",154,6
167,2012-01-03,2012-08-16,2012-10-22,2,"스로틀 케이블 고정불량으로 운전자가 의도하지 않게 스로틀이 열리거나 닫이지(가, 감속) 않을 가능성이 있어 안전운행에 지장",155,6
168,2001-04-19,2004-12-12,2012-11-06,687,"엔진커버(덥게)와 정속주행장치 스피드컨트롤케이블 사이 간격이 좁아, 스피트컨트롤케이블이 리턴이 되지 않아 가속상태가 유지되어 안전운행에 지장",122,3
169,2012-08-01,2012-09-25,2012-11-15,7,엔진과 연결된 스윙 암이 분리되어 주행 중 뒷 바퀴 부분이 탈거되는 현상으로 전도 될 가능성으로 안전운행에 지장,146,3
170,2012-08-01,2012-09-25,2012-11-15,7,앞 브레이크 리저브 탱크 고정볼트와 브레이크 액 연결튜브 간섭으로 브레이크액이 누유되는 경우 제동이 되지않아 안전운행에 지장,146,1
171,2006-10-10,2006-10-10,2012-11-30,1,전기식 캡 틸팅펌프 콘트롤 릴레이 결함으로 운전자가 의도하지 않게 작동되어 안전운행에 지장,156,6
172,2007-01-07,2008-05-08,2012-11-30,48,보조 브레이크액 탱크에 공기기포가 생겨 제동거리가 길어질 가능성이 있어 안전운행에 지장,157,1
173,2007-01-07,2008-05-08,2012-11-30,48,보조 브레이크액 탱크에 공기기포가 생겨 제동거리가 길어질 가능성이 있어 안전운행에 지장,158,1
174,2011-12-01,2011-12-05,2012-12-03,7,엔진후드의 보조 걸쇠 볼트를 규정보다 작게 조립하여 운행중 엔진 후드가 열려 안전운행에 지장,159,3
175,2010-02-25,2010-05-19,2012-12-14,132,등속조인트 고무커버가 갈라져 그리스 누출로 인한 소음진동이 발생하여 안전운행에 지장,160,13
176,2007-12-21,2008-08-27,2012-12-14,35,"자동변속기의 기어 변환(P↔R, R↔N, N↔D 등)이 되지 않을 수 있어 안전운행에 지장",161,4
177,2008-01-18,2009-09-07,2012-12-14,325,후방등 LED 납땜 부위에 부식이 발생하여 점등이 되지 않을 가능성이 있어 안전운행에 지장,161,13
178,2001-11-06,2007-08-02,2012-12-14,474,전조등의 광축 수평조절장치 결함으로 수평조절이 되지 않아 안전운행에 지장,162,10
179,2011-04-13,2012-02-25,2012-12-17,211,후륜 주차브레이크의 작동케이블과 브레이크 캘리퍼 연결부위 부식으로 인해 경사로 주차 시 차량이 뒤로 밀릴 수 있어 안전운행에 지장,43,1
180,2011-11-01,2012-04-17,2012-12-17,1297,파노라마 선루프를 장착하는 과정에서 발생한 미세한 선루프 균열로 주행 중 선루프 유리가 깨질 수 있어 안전운행에 지장,43,8
181,2011-01-17,2012-03-29,2012-12-17,259,후륜 주차브레이크의 작동케이블과 브레이크 캘리퍼 연결부위 부식으로 인해 경사로 주차 시 차량이 뒤로 밀릴 수 있어 안전운행에 지장,163,1
182,2006-12-11,2010-02-19,2012-12-17,1579,벨트를 걸어 회전시켜주는 팬벨트 풀리의 고정 볼트결함으로 운행 중 풀리가 고정되지 않고 풀릴 수 있고 이 경우 팬벨트가 파워핸들 유압펌프를 회전시키지 못해 주행 중 핸들이 무거워질 수 있어 안전운행에 지장,116,2
183,2008-04-03,2010-02-22,2012-12-17,616,벨트를 걸어 회전시켜주는 팬벨트 풀리의 고정 볼트결함으로 운행 중 풀리가 고정되지 않고 풀릴 수 있고 이 경우 팬벨트가 파워핸들 유압펌프를 회전시키지 못해 주행 중 핸들이 무거워질 수 있어 안전운행에 지장,98,2
184,2003-05-30,2009-05-30,2012-12-20,2,"조향장치의 스플라인의 구조가변경되는 경우 스티어링 기능이 상실될 가능성이 있고, 전기구동식 워터펌프의 코일선에 스크래치로 인한 부식이 발생하여 단선이 될 가능성이 있어 안전운행에 지장",164,2
185,2008-07-24,2010-08-31,2012-12-21,4649,엔진의 출력을 바퀴로 전달하는 자동변속기 내부 터빈 샤프트가 부러져 주행 중 가속이 되지 않아 안전운행에 지장,165,3
186,2011-01-27,2011-11-21,2012-12-21,1688,앞바퀴를 고정해 주는 로워암(트랜스버스 링크)의 용접불량으로 용접부위가 파손될 가능성이 있고 이 경우 조향이 되지 않아 안전운행에 지장,166,2
187,2010-10-06,2012-05-29,2012-12-21,2606,엔진의 출력을 바퀴로 전달하는 자동변속기 내부 터빈 샤프트가 부러져 주행 중 가속이 되지 않아 안전운행에 지장,167,3
188,2012-03-08,2012-11-26,2012-12-24,287,엔진제어 프로그램 오류로 엔진 과열현상이 발생하여 엔진오일이 누유 될 경우 화재발생가 발생할 수 있어 안전운행에 지장,122,3
189,2009-10-02,2009-12-02,2012-12-26,11,뒤 차축의 휠 허브 및 휠베어링이 조기마모 되어 파손될 경우 안전운행에 지장,168,11
190,2011-08-10,2011-12-12,2013-01-14,181,엔진의 흡기호스에 균열이 발생하여 엔진의 출력 또는 회전수가 제한되거나 주행 중 시동이 꺼질 수 있어 안전운행에 지장,5,3
191,2011-08-10,2011-12-12,2013-01-14,244,엔진의 흡기호스에 균열이 발생하여 엔진의 출력 또는 회전수가 제한되거나 주행 중 시동이 꺼질 수 있어 안전운행에 지장,2,3
192,2012-03-30,2012-04-24,2013-01-21,1,타이어 공기압 감시장치가 오작동 될 가능성이 있어 안전운헹에 지장,169,11
193,2012-03-30,2012-04-24,2013-01-21,1,타이어 공기압 감시장치가 오작동 될 가능성이 있어 안전운헹에 지장,170,11
194,2009-03-30,2009-12-19,2013-01-28,11,연료공급파이프 연결부위에 균열이 발생하여 연료가 누유되어 화재가 발생할 수 있어 안전운행에 지장,161,5
195,2012-03-23,2012-11-16,2013-02-08,157,"주행성능을 향상시키기 위해서 설치된 핸들 좌/우 판넬(전방 커버)이 규정된 힘보다 약하게 고정되어, 판넬이 탈락될 수 있어 안전운행에 지장",171,2
196,2008-11-28,2011-10-06,2013-02-25,176,유리창 닦이를 고정하는 너트를 약하게 체결하여 작동이 되지 않아 안전운행에 지장,172,8
197,2007-07-13,2011-07-10,2013-02-25,54,유리창 닦이를 고정하는 너트를 약하게 체결하여 작동이 되지 않아 안전운행에 지장,173,8
